drug1_db,drug2_db,Drug12,gene1,gene2,gene12
DB01933,DB08877,50,['PDPK1'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00459,DB08877,51,"['RBP1', 'RXRB', 'RARG', 'RARA', 'RXRA', 'RXRG', 'RARB']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB08568,DB08877,52,"['FLT3', 'MAPKAPK2', 'CSNK1D', 'CDK16', 'PRKCD', 'AKT3', 'PAK1', 'AKT1', 'SGK3', 'IRAK4', 'SRPK2', 'CAMKK1', 'CDC42BPA', 'GSK3A', 'PRKX', 'HIPK4', 'PAK2', 'PIM1', 'RPS6KB1', 'PRKCG', 'CDC42BPB', 'PRKCQ', 'PRKACA', 'CDKL2', 'CLK1', 'LATS1', 'EIF2AK2', 'PRP4K', 'MYLK3', 'MAPK1', 'CAMK4', 'CDC42BPG', 'LATS2', 'CDK8', 'RPS6KA3', 'CDK13', 'PIM2', 'TNIK', 'CSNK1A1L', 'STK3', 'CDKL3', 'CDKL5', 'CDK18', 'PIM3', 'MYLK4', 'PRKG1', 'PKN2', 'CDK15', 'CILK1', 'CLK3', 'CDK9', 'CDK17', 'PIP5K1A', 'MINK1', 'PKIA', 'PKN1', 'CDK14', 'MAPK15', 'PRKCH', 'CSNK1G2', 'AKT2', 'CDK19', 'PRKACB', 'CAMKK2', 'CSNK1G1', 'CSNK1E', 'CHEK1', 'CDK2', 'CSNK1G3', 'CIT', 'CDK3', 'CHEK2', 'STK33', 'GSK3B', 'PRKD3', 'DYRK1B', 'PIP4K2B', 'MAP4K4']","['EPHA3', 'CAMK1', 'RPS6KA6', 'DCLK3', 'SBK1', 'NTRK2', 'OXSR1', 'DCLK1', 'EPHB6', 'JAK2', 'MAP2K1', 'NEK7', 'MAP3K1', 'IKBKB', 'ERN1', 'TNK2', 'BMPR2', 'TYK2', 'GRK1', 'MAP3K15', 'SIK3', 'PLK3', 'DCLK2', 'MARK2', 'CASK', 'RIPK4', 'PLK1', 'STK39', 'LTK', 'NEK3', 'NTRK1', 'MAP2K2', 'BRAF', 'NTRK3', 'MAP3K3', 'RPS6KA1', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'MAPK8', 'MAST1', 'MAP2K4', 'ULK3', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'MAP3K2', 'RPS6KA2', 'PLK2', 'STK26', 'ABL1', 'JAK1', 'TTK', 'BMPR1B']","['GRK4', 'RIOK3', 'DAPK1', 'MAP2K3', 'JAK3', 'MYLK', 'PAK5', 'PHKG1', 'HIPK3', 'TAOK3', 'DAPK3', 'MKNK2', 'PAK6', 'AURKC', 'PRKCE', 'TAOK1', 'LRRK2', 'ULK1', 'CSNK2A2', 'MAP3K19', 'HIPK1', 'GRK7', 'CSNK2A1', 'CLK2', 'VRK2', 'STK17A', 'DYRK1A', 'MAP4K2', 'MELK', 'CAMK2G', 'CLK4', 'RPS6KA5', 'BMP2K', 'NUAK2', 'PAK4', 'DMPK', 'STK17B', 'DAPK2', 'GAK', 'PHKG2', 'RET', 'CAMK2A', 'DYRK2', 'SRPK3', 'HIPK2', 'CDK7', 'CAMK1D', 'TAOK2', 'PRKG2', 'CSNK1A1', 'PI4KB', 'RIOK2', 'ROCK1', 'ULK2', 'CAMK2D', 'AAK1', 'SRPK1', 'RIOK1', 'KIT', 'IRAK1', 'MAP3K7', 'CAMK2B', 'RPS6KA4']"
DB05812,DB00544,53,['CYP17A1'],['TYMS'],[]
DB05812,DB00437,54,['CYP17A1'],['XDH'],[]
DB05812,DB01143,55,['CYP17A1'],"['ALPG', 'ENPP1']",[]
DB05812,DB01217,56,['CYP17A1'],['CYP19A1'],[]
DB05812,DB01169,57,['CYP17A1'],"['AKT1', 'IKBKB', 'JUN', 'MAPK1', 'TXNRD1', 'CCND1', 'MAPK3']",[]
DB05812,DB00928,58,['CYP17A1'],['DNMT1'],[]
DB05812,DB00290,59,['CYP17A1'],"['LIG3', 'LIG1']",[]
DB05812,DB00188,60,['CYP17A1'],"['PSMB1', 'PSMD2', 'PSMB5', 'PSMD1', 'PSMB2']",[]
DB05812,DB06772,61,['CYP17A1'],"['TUBB1', 'TUBA4A']",[]
DB05812,DB00262,62,['CYP17A1'],['GSR'],[]
DB05812,DB00482,63,['CYP17A1'],"['PDPK1', 'PTGS1', 'MAPK14', 'PTGS2', 'CYP2C9', 'CA3']",[]
DB05812,DB08865,64,['CYP17A1'],"['FLT3', 'SBK1', 'FES', 'PRKD1', 'AURKA', 'EPHB6', 'PTK2B', 'AURKC', 'ACVR1B', 'IRAK4', 'IKBKB', 'PRKAA1', 'TNNI3K', 'EPHA1', 'DCLK2', 'ABL2', 'LCK', 'FLT1', 'FGFR3', 'MERTK', 'HIPK4', 'EGFR', 'DYRK2', 'MAP3K3', 'NOS2', 'CDK7', 'LIMK1', 'COQ8B', 'RPS6KB1', 'SLK', 'ROCK2', 'EPHA5', 'PLK4', 'RIPK2', 'FGR', 'ULK2', 'RIOK1', 'ABL1', 'CDKL2', 'BMPR1B', 'MAP3K7', 'NIM1K', 'MAP4K1', 'LYN', 'MAP3K13', 'EIF2AK2', 'ULK1', 'NEK7', 'MAP3K1', 'BMX', 'ACVR1', 'MAP4K3', 'ROS1', 'TYK2', 'DSTYK', 'EPHA8', 'CASK', 'RIPK4', 'BTK', 'STK3', 'NTRK1', 'RET', 'EPHA4', 'AURKB', 'CSF1R', 'TEK', 'MAP3K12', 'TAOK2', 'ITK', 'MAP3K2', 'STK4', 'SRPK1', 'YES1', 'EPHA3', 'GRK4', 'RIOK3', 'AXL', 'JAK3', 'MST1R', 'JAK2', 'PTK2', 'CDK11A', 'MUSK', 'EPHB1', 'FRK', 'TIE1', 'EPHA7', 'MAP3K15', 'BMP2K', 'NUAK2', 'DMPK', 'TNK1', 'STK35', 'PIP5K1A', 'MINK1', 'TGFBR1', 'MAP4K5', 'SIK2', 'FYN', 'EPHB4', 'LIMK2', 'IKBKE', 'TBK1', 'ALK', 'ULK3', 'ROCK1', 'STK26', 'TXK', 'AAK1', 'KIT', 'SRC', 'DDR1', 'BLK', 'NTRK2', 'MAP2K3', 'CAMKK2', 'SYK', 'DCLK1', 'EPHA6', 'TYRO3', 'ZAP70', 'TESK1', 'TAOK3', 'MET', 'CDK11B', 'TAOK1', 'MAP3K19', 'TNK2', 'INSRR', 'MAP4K2', 'RIPK1', 'NEK9', 'FER', 'IGF1R', 'LTK', 'EPHA2', 'NTRK3', 'SRPK3', 'PRKD3', 'STK10', 'INSR', 'MAPK7', 'JAK1', 'IRAK1']",[]
DB05812,DB00987,65,['CYP17A1'],['POLB'],[]
DB05812,DB00851,66,['CYP17A1'],"['POLA2', 'PGD']",[]
DB05812,DB01254,67,['CYP17A1'],"['FLT3', 'SBK1', 'JAK3', 'AURKA', 'EPHB6', 'NEK2', 'KDR', 'MYT1', 'EPHB2', 'ABL2', 'STK35', 'LCK', 'FGFR1', 'CYP3A4', 'FGFR3', 'MINK1', 'EGFR', 'DDR2', 'MAP3K3', 'FYN', 'EPHB4', 'STAT5B', 'LIMK1', 'ULK3', 'BMPR1A', 'PTK6', 'STK25', 'RIPK2', 'ABL1', 'TXK', 'KIT', 'BRAF', 'BMPR1B', 'MAP3K7', 'SRC', 'DDR1', 'EPHA6', 'TAOK3', 'ERBB3', 'MAP3K13', 'PDGFRB', 'MAP3K19', 'VRK2', 'MAP4K2', 'TYK2', 'MAPK14', 'SIK3', 'TEC', 'BTK', 'MAP2K5', 'EPHA2', 'RET', 'RAF1', 'AURKB', 'CSF1R', 'TAOK2', 'CSNK1A1', 'HCK', 'PDGFRA', 'NEK11', 'MAP3K2', 'STK4', 'MYLK2', 'YES1', 'ERBB4']",[]
DB05812,DB00694,68,['CYP17A1'],"['TOP2B', 'MMP2', 'ABCC1', 'ABCB1', 'TOP2A']",[]
DB05812,DB00380,69,['CYP17A1'],"['TOP2A', 'TOP2B']",[]
DB05812,DB01248,70,['CYP17A1'],"['TUBB1', 'BCL2']",[]
DB05812,DB00530,71,['CYP17A1'],"['FLT3', 'GRK4', 'AXL', 'SBK1', 'JAK3', 'AURKA', 'EPHB6', 'ABCC2', 'MKNK2', 'JAK2', 'KDR', 'LRRK2', 'EPHB1', 'STK17A', 'MAPK9', 'BMP2K', 'NR1I2', 'STK17B', 'ABL2', 'PIP4K2C', 'LCK', 'CYP3A4', 'MINK1', 'MERTK', 'HIPK4', 'EGFR', 'SIK2', 'DYRK2', 'EPHB4', 'MAP3K3', 'SLK', 'TBK1', 'ULK3', 'EPHA5', 'PLK4', 'RIPK2', 'ABL1', 'TXK', 'TTK', 'AAK1', 'KIT', 'ERBB2', 'MAPK10', 'SRC', 'EPHA6', 'DAPK3', 'ERBB3', 'MET', 'FGFR2', 'CSK', 'CSNK1E', 'MAP3K19', 'STK36', 'TYK2', 'SLCO2B1', 'TNIK', 'RIPK4', 'GAK', 'MAP2K5', 'RET', 'SRPK3', 'STK10', 'MAP3K2', 'CAMK2D', 'ERBB4']",[]
DB05812,DB01073,72,['CYP17A1'],"['RRM1', 'POLA1', 'DCK']",[]
DB05812,DB00947,73,['CYP17A1'],['ESR1'],[]
DB05812,DB00317,74,['CYP17A1'],"['ERBB2', 'EPHA3', 'SRC', 'FLT3', 'MAPK10', 'CSNK1D', 'DCLK3', 'AXL', 'SBK1', 'EPHA6', 'PRKD1', 'EPHB6', 'ERBB4', 'ERBB3', 'MKNK2', 'MET', 'IRAK4', 'KDR', 'CSNK1E', 'MAP3K19', 'EPHB1', 'STK36', 'NLK', 'STK17A', 'MAPK9', 'NUAK2', 'TNIK', 'STK17B', 'ABL2', 'PIP4K2C', 'GAK', 'LCK', 'CHEK2', 'LTK', 'MINK1', 'MAP2K5', 'HIPK4', 'EGFR', 'PHKG2', 'RET', 'MAP3K3', 'EPHB4', 'ABCG2', 'CDK7', 'SLK', 'STK10', 'HCK', 'EPHA5', 'MAP3K2', 'RIPK2', 'FGR', 'ABL1', 'KIT', 'IRAK1', 'RPS6KA4']",[]
DB05812,DB01005,75,['CYP17A1'],['RRM1'],[]
DB05812,DB00619,76,['CYP17A1'],"['FLT3', 'MAPK10', 'DDR1', 'SLC22A2', 'CA1', 'CA14', 'ABCB1', 'SYK', 'LYN', 'CA4', 'KARS1', 'NQO2', 'CA2', 'PDGFRB', 'STK17A', 'FRK', 'CA3', 'MAPK9', 'TYK2', 'CLK4', 'EPHA8', 'ABL2', 'PIP4K2C', 'LCK', 'GAK', 'HIPK4', 'NTRK1', 'RET', 'DDR2', 'CA12', 'FYN', 'CSF1R', 'ABCG2', 'MAPK8', 'PDGFRA', 'PLK4', 'CA9', 'CA6', 'ABL1', 'KIT', 'IRAK1', 'CLK1']",[]
DB05812,DB00724,77,['CYP17A1'],"['TLR8', 'TLR7']",[]
DB05812,DB04845,78,['CYP17A1'],['TUBB3'],[]
DB05812,DB01259,79,['CYP17A1'],"['ERBB2', 'PDGFRB', 'CYP3A4', 'MAP2K5', 'PI4KB', 'STK10', 'EGFR', 'PIK3C2B', 'MAP2K7', 'ERBB3', 'SLK', 'ERBB4']",[]
DB05812,DB00480,80,['CYP17A1'],"['CDH5', 'TNFSF11', 'PTGS2']",[]
DB05812,DB01006,81,['CYP17A1'],"['CYP19A1', 'CYP11B2', 'CYP11B1']",[]
DB05812,DB01206,82,['CYP17A1'],['STMN4'],[]
DB05812,DB00351,83,['CYP17A1'],"['PGR', 'NR3C1']",[]
DB05812,DB01033,84,['CYP17A1'],['HPRT1'],[]
DB05812,DB00563,85,['CYP17A1'],"['FPGS', 'SLC19A1', 'TYMS', 'DHFR']",[]
DB05812,DB00553,86,['CYP17A1'],"['ACHE', 'CYP2A6']",[]
DB05812,DB00648,87,['CYP17A1'],['FDX1'],[]
DB05812,DB01204,88,['CYP17A1'],"['ABCC1', 'PIM1', 'TOP2A', 'BTK']",[]
DB05812,DB04868,89,['CYP17A1'],"['FLT3', 'EPHA3', 'SRC', 'MAPK10', 'DDR1', 'CA1', 'BLK', 'NTRK2', 'CA14', 'MAP4K1', 'LYN', 'CA4', 'EPHA6', 'EPHB3', 'EPHB6', 'TAOK3', 'CA2', 'TAOK1', 'PDGFRB', 'CSK', 'EPHB1', 'FRK', 'TIE1', 'CA3', 'EPHB2', 'MAPK9', 'TNNI3K', 'CLK4', 'CA5A', 'EPHA1', 'MAPK14', 'EPHA8', 'ABL2', 'PIP4K2C', 'LCK', 'MAP3K20', 'MAP2K5', 'EPHA2', 'RET', 'EPHA4', 'DDR2', 'CA12', 'RAF1', 'FYN', 'EPHB4', 'CSF1R', 'NTRK3', 'TEK', 'CDC42BPB', 'MAPK8', 'STK10', 'HCK', 'PDGFRA', 'EPHA5', 'CA9', 'FGR', 'CA6', 'ABL1', 'MAPK11', 'YES1', 'KIT', 'BRAF', 'CLK1']",[]
DB05812,DB01229,90,['CYP17A1'],"['TUBB1', 'BCL2']",[]
DB05812,DB06589,91,['CYP17A1'],"['FLT3', 'PIP5K1C', 'BMPR1B', 'FES', 'SYK', 'LYN', 'EPHB6', 'TAOK3', 'JAK2', 'MET', 'TAOK1', 'KDR', 'PDGFRB', 'MAP3K19', 'IRAK1', 'MAP3K1', 'FLT4', 'MAP4K2', 'TYK2', 'TNK1', 'PIP4K2C', 'FLT1', 'FGFR1', 'FGFR3', 'LTK', 'MAP2K5', 'DDR2', 'RET', 'CSF1R', 'TEK', 'SLK', 'TAOK2', 'MAPK8', 'PI4KB', 'TGFBR2', 'HCK', 'PDGFRA', 'RIOK2', 'MAP3K2', 'ABL1', 'KIT', 'BRAF', 'MAP4K4']",[]
DB05812,DB00642,92,['CYP17A1'],"['GART', 'TYMS', 'ATIC', 'DHFR']",[]
DB05812,DB06813,93,['CYP17A1'],['DHFR'],[]
DB05812,DB01103,94,['CYP17A1'],"['PLA2G4A', 'AOX1', 'PLA2G6', 'PLCL1', 'PRNP']",[]
DB05812,DB00481,95,['CYP17A1'],"['SIGMAR1', 'HTR2B', 'AOX1', 'ESR1', 'EBP', 'HTR6', 'ESR2', 'PLD2', 'PLD1']",[]
DB05812,DB08877,96,['CYP17A1'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB05812,DB00398,97,['CYP17A1'],"['FLT3', 'EPHA3', 'HTR2A', 'JAK3', 'MKNK2', 'KDR', 'EPHB1', 'FLT4', 'FRK', 'EPHA7', 'MAPK9', 'ABL2', 'LCK', 'FGFR1', 'FLT1', 'HTR1A', 'FGFR3', 'HIPK4', 'MAP4K5', 'DDR2', 'HTR7', 'FYN', 'EPHB4', 'LIMK2', 'LIMK1', 'SLK', 'HTR2C', 'TGFBR2', 'EPHA5', 'PLK4', 'RIPK2', 'FGR', 'ABL1', 'HIPK3', 'KIT', 'BRAF', 'CLK1', 'SRC', 'EPHX2', 'CDK5', 'MAP4K1', 'EPHA6', 'MYLK3', 'TAOK1', 'PDGFRB', 'CSK', 'HIPK1', 'STK36', 'CDK2', 'MAPK14', 'EPHA8', 'TNIK', 'CDK3', 'MYO3B', 'HTR2B', 'GSK3B', 'MAP2K5', 'NTRK1', 'RET', 'EPHA2', 'EPHA4', 'RAF1', 'AURKB', 'CSF1R', 'TEK', 'TAOK2', 'CSNK1A1', 'STK10', 'INSR', 'HCK', 'MAPK12', 'HTR6', 'MYLK2', 'MAPK11']",[]
DB05812,DB01268,98,['CYP17A1'],"['FLT3', 'MAP2K6', 'CDK16', 'SBK1', 'MYLK', 'AURKA', 'EPHB6', 'AURKC', 'SGK3', 'MKNK2', 'IRAK4', 'KDR', 'PRKAA1', 'STK17A', 'CLK4', 'CAMKK1', 'STK17B', 'ABL2', 'LCK', 'FLT1', 'FGFR1', 'FGFR3', 'EGFR', 'FGFR4', 'DDR2', 'SLK', 'RPS6KB1', 'CAMK1D', 'EPHA5', 'PTK6', 'PLK4', 'STK16', 'CAMK1G', 'FGR', 'ABL1', 'TTK', 'BMPR1B', 'RPS6KA4', 'CLK1', 'MAPK10', 'MYO3A', 'LYN', 'PHKG1', 'MKNK1', 'CDK4', 'PRP4K', 'FGFR2', 'MYLK3', 'CSNK2A2', 'HIPK1', 'TYK2', 'DSTYK', 'MAP3K4', 'RPS6KA3', 'DAPK2', 'PIM2', 'MARK3', 'GAK', 'BTK', 'NTRK1', 'RET', 'MATK', 'CAMK2A', 'AURKB', 'CSF1R', 'MAP3K12', 'CSNK1A1', 'STK38L', 'HCK', 'PDGFRA', 'STK4', 'YES1', 'PRPF4', 'NEK2', 'JAK2', 'PTK2', 'KCNH2', 'LRRK2', 'EPHB1', 'CLK2', 'FLT4', 'TIE1', 'MAPK9', 'EPHA7', 'BMP2K', 'MARK2', 'MAP4K5', 'RPS6KA1', 'FYN', 'EPHB4', 'ALK', 'BRD4', 'PRKCA', 'PLK2', 'AAK1', 'SNRK', 'KIT', 'CAMK1', 'SRC', 'CDK5', 'MAP2K3', 'CAMKK2', 'DLK1', 'EPHA6', 'DAPK3', 'MET', 'PDGFRB', 'CSNK2A1', 'CHEK1', 'TNK2', 'CDK2', 'MAP4K2', 'CAMK2G', 'RPS6KA5', 'FER', 'TNKS2', 'CHEK2', 'MAP2K5', 'PHKG2', 'MAP2K4', 'STK10', 'INSR', 'RPS6KA2', 'MAPK7', 'MYLK2', 'CAMK2D', 'JAK1', 'CAMK2B']",[]
DB05812,DB00675,99,['CYP17A1'],"['ESRRA', 'CYP3A4', 'SIGMAR1', 'EBPL', 'ABCB1', 'ESR1', 'EBP', 'DHCR7', 'HTR6', 'ESR2', 'KCNH2']",[]
DB05812,DB00444,100,['CYP17A1'],['TOP2A'],[]
DB05812,DB01041,101,['CYP17A1'],"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']",[]
DB05812,DB01030,102,['CYP17A1'],"['ABCG2', 'TOP1', 'HIF1A', 'TOP1MT']",[]
DB05812,DB00755,103,['CYP17A1'],"['RXRB', 'GPRC5A', 'ALDH1A2', 'NR0B1', 'RARG', 'ALDH1A1', 'RXRG']",[]
DB05812,DB05294,104,['CYP17A1'],"['FLT3', 'EPHA3', 'EPHB6', 'MST1R', 'MKNK2', 'IRAK4', 'KDR', 'EPHB1', 'PRKAA1', 'FLT4', 'FRK', 'EPHA7', 'ABL2', 'STK35', 'LCK', 'FGFR1', 'FLT1', 'FGFR3', 'MINK1', 'MAP4K5', 'EGFR', 'FGFR4', 'FYN', 'EPHB4', 'CDK7', 'SLK', 'RPS6KB1', 'ROCK2', 'ULK3', 'EPHA5', 'PTK6', 'PLK4', 'RIPK2', 'FGR', 'ABL1', 'KIT', 'BMPR1B', 'SRC', 'MAP4K1', 'LYN', 'PHKG1', 'EPHA6', 'ERBB3', 'MET', 'FGFR2', 'PDGFRB', 'CSK', 'CSNK1E', 'MAP3K19', 'MAP4K2', 'MAP3K4', 'SIK3', 'EPHA8', 'TNIK', 'RIPK4', 'GAK', 'BTK', 'MAP2K5', 'PHKG2', 'EPHA2', 'RET', 'EPHA4', 'CSF1R', 'TEK', 'HUNK', 'STK10', 'HCK', 'YES1', 'IRAK1', 'ERBB4']",[]
DB05812,DB08881,105,['CYP17A1'],"['RAF1', 'BRAF']",[]
DB05812,DB08828,106,['CYP17A1'],"['SHH', 'SMO', 'ALB']",[]
DB05812,DB00399,107,['CYP17A1'],"['GGPS1', 'FDPS']",[]
DB00210,DB08877,108,"['RXRB', 'RARG', 'RARA', 'RXRA', 'RXRG', 'RARB']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
